sample_id,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group
Rab12/002,sangerN405,1,22/12/2016,APHA,,,Sanger,,Unknown,NA,Unknown,SangerPCR,NA,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | TVLA;APHA,sequencing,1,east_africa
MR009,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabvTanzDg,Minion,,Unknown,Amplicon,NB07,Pass,Single_run,,138504,138504,5373.444435,3893.939292,4695,0,19186,11887,11870,11592,NA,,NA,NA, | KCRI,sequencing,1,east_africa
MT001,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB13,Pass,Single_run,,145135,145135,5249.249098,4446.979423,4173,0,21648,11801,11798,11623,NA,,NA,NA, | KCRI,sequencing,1,east_africa
MT004,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB22,Pass,Single_run,,109063,109063,6907.294808,5507.032057,4939,0,24765,11913,11803,11745,NA,,NA,NA, | KCRI,sequencing,1,east_africa
MT005,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB23,Pass,Single_run,,121895,121895,6546.871509,5780.400137,4641,0,27475,11889,11866,11745,NA,,NA,NA, | KCRI,sequencing,1,east_africa
MT006,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabvTanzDg,Minion,,Unknown,Amplicon,NB06,Pass,Single_run,,96227,96227,4201.260337,2838.349292,3429,0,13470,11879,11869,11868,NA,,NA,NA, | KCRI,sequencing,1,east_africa
MT006,Gbirthday_14_04_2021,2,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60241,Unknown,Amplicon,NB24,Pass,Single_run,,220619,220619,9471.239453,6448.65379,8260,0,41552,11826,11760,11746,11709,,NA,NA, | KCRI,sequencing,2,east_africa
NAC 1014,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB28,Pass,Single_run,,103942,103942,4297.035645,2799.39006,4073,0,12898,11863,11782,11744,11729,,NA,NA, | KCRI,sequencing,1,east_africa
NAC 1015,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB26,Pass,Single_run,,95666,95666,5067.090246,2397.363616,5181,0,14071,11865,11751,11744,11741,,NA,NA, | KCRI,sequencing,1,east_africa
NAC 1017,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB18,Pass,Single_run,,85450,85450,3620.700746,2289.150372,3247,0,12425,11757,11748,11743,11529,,NA,NA, | KCRI,sequencing,1,east_africa
NAC 1018,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB19,Pass,Single_run,,93747,93747,3550.373396,2470.626393,3146,0,11509,11772,11748,11745,11485,,NA,NA, | KCRI,sequencing,1,east_africa
NAC 1025,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB21,Pass,Single_run,,124141,124141,5526.422712,3595.406728,5140,0,17191,11900,11795,11745,11742,,NA,NA, | KCRI,sequencing,1,east_africa
NC,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB31,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
NCAA,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60242,Unknown,Amplicon,NB07,Pass,Single_run,,207720,207720,7449.564288,5652.446775,6429,0,33970,11778,11755,11745,NA,,NA,NA, | KCRI,sequencing,1,east_africa
Neg control,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB02,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
NEGATIVE,KCRI_10_March_2023,1,11/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB24,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
Negative control,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB22,Pass,Single_run,,3,3,0.029942129,0.224021041,0,0,2,231,0,0,0,,NA,NA, | KCRI,sequencing,1,east_africa
RB001,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabvTanzDg,Minion,,Unknown,Amplicon,NB02,Pass,Single_run,,136422,136422,7651.769773,3883.769735,7361,0,19649,11912,11882,11879,NA,,NA,NA, | KCRI,sequencing,1,east_africa
RB001,Gbirthday_14_04_2021,2,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60243,Unknown,Amplicon,NB10,Pass,Single_run,,547759,547759,21376.65562,13636.83399,20718,0,83501,11917,11884,11769,11711,,NA,NA, | KCRI,sequencing,2,east_africa
RB002,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabvTanzDg,Minion,,Unknown,Amplicon,NB04,Pass,Single_run,,142240,142240,4455.653527,4949.067863,2682,0,30737,11890,11762,11381,NA,,NA,NA, | KCRI,sequencing,1,east_africa
RB002,Gbirthday_14_04_2021,2,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60244,Unknown,Amplicon,NB12,Pass,Single_run,,249113,249113,9445.631469,6506.944834,7963,0,40629,11880,11760,11745,11576,,NA,NA, | KCRI,sequencing,2,east_africa
RB003,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabvTanzDg,Minion,,Unknown,Amplicon,NB05,Pass,Single_run,,284516,284516,8735.33037,13808.7058,3300,0,74723,11890,11776,11234,NA,,NA,NA, | KCRI,sequencing,1,east_africa
RB003,Gbirthday_14_04_2021,2,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60245,Unknown,Amplicon,NB23,Pass,Single_run,,334726,334726,12608.65143,8823.712166,9640,0,54291,11777,11760,11745,NA,,NA,NA, | KCRI,sequencing,2,east_africa
RB004,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB08,Pass,Single_run,,64787,64787,1879.717269,3339.049788,442,0,25124,11868,11755,11209,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD 782,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB08,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD 789,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB07,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD 790,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB09,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD 791,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB06,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD 792,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB04,Pass,Single_run,,1827742,1827742,81477.33339,44735.64238,73887,0,281973,11903,11891,11753,11743,,NA,NA, | KCRI,sequencing,1,east_africa
SD 793,KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB05,Pass,Single_run,,1544552,1544552,62015.61209,40557.46983,51499,3,212632,11923,11892,11843,11641,,NA,NA, | KCRI,sequencing,1,east_africa
SD712,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB23,Pass,Single_run,,136439,136439,6049.968968,4744.779648,4892,0,27588,11809,11797,11739,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD716,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB21,Pass,Single_run,,240821,240821,14272.68515,7837.603158,13237,0,44715,11922,11809,11790,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD734,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB20,Pass,Single_run,,129180,129180,5288.109956,4187.540616,4622,0,23244,11797,11772,11364,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD735,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB11,Pass,Single_run,,165893,165893,7420.70234,6185.963983,5022,0,32669,11840,11840,11769,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD736,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB17,Pass,Single_run,,109347,109347,4485.746876,4703.788212,2716,0,26024,11867,11408,10974,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD737,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB19,Pass,Single_run,,151645,151645,7949.228634,6711.79361,6518,0,33212,11798,11796,11573,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD738,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB18,Pass,Single_run,,61659,61659,2496.012748,2525.162697,1697,0,15295,11809,11491,11044,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD751,13_November_2019,1,13/11/2019,KCRI,,,Nanopore,rabvTanzDg,Minion,,Unknown,Amplicon,NB01,Pass,Single_run,,42430,42430,2785.559926,1460.509175,2697,0,6442,11880,11869,11868,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD751,Gbirthday_14_04_2021,2,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60246,Unknown,Amplicon,NB09,Pass,Single_run,,227610,227610,9912.83058,5710.344804,9667,0,34690,11867,11819,11748,NA,,NA,NA, | KCRI,sequencing,2,east_africa
SD753,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60246,Unknown,Amplicon,NB02,Pass,Single_run,,214078,214078,8351.490397,5768.641018,7021,0,34616,11842,11805,11744,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD754,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60247,Unknown,Amplicon,NB04,Pass,Single_run,,207970,207970,7746.449467,5131.362963,6806,0,32172,11778,11751,11741,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD755,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60248,Unknown,Amplicon,NB03,Pass,Single_run,,179278,179278,7876.686153,4636.355926,7487,0,28026,11890,11833,11775,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD756,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60249,Unknown,Amplicon,NB05,Pass,Single_run,,465827,465827,17291.42925,11720.30412,14480,0,68259,11863,11812,11752,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD759,12_Nov_2022,1,13/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB16,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD760,12_Nov_2023,1,14/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB15,Pass,Single_run,,46611,46611,3523.765328,1918.191031,3154,0,10735,11919,11909,11863,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD761,12_Nov_2024,1,15/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB14,Pass,Single_run,,56581,56581,2059.629456,1916.004351,1745,0,12146,11814,11609,11511,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD763,12_Nov_2025,1,16/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB12,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD764,12_Nov_2026,1,17/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB13,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD766,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60250,Unknown,Amplicon,NB01,Pass,Single_run,,294426,294426,10876.44083,7294.734186,9204,0,40203,11807,11773,11544,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD767,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60251,Unknown,Amplicon,NB08,Pass,Single_run,,231372,231372,8905.339931,5623.932712,7746,0,31334,11832,11792,11749,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD785,Gbirthday_14_04_2021,1,14/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FN60252,Unknown,Amplicon,NB06,Pass,Single_run,,451515,451515,19375.39327,11930.29532,16736,0,73094,11881,11799,11752,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD789,12_Nov_2027,1,18/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB10,Pass,Single_run,,143824,143824,7028.457016,5019.952474,5673,0,28747,11809,11798,11796,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD799,12_Nov_2028,1,19/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB09,Pass,Single_run,,95698,95698,5405.795354,3372.287838,4944,0,19845,11809,11782,11744,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD800,12_Nov_2029,1,20/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB08,Pass,Single_run,,4596,4596,153.2648662,348.8277743,13,0,1790,9867,8046,4538,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD801,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB07,Pass,Single_run,,60616,60616,4295.258073,1858.796175,4364,0,10684,11922,11889,11748,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD802,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB06,Pass,Single_run,,76085,76085,4824.402499,2950.42337,4294,0,12569,11915,11801,11745,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD804,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB01,Pass,Single_run,,87174,87174,4411.841651,3565.683313,3338,0,16470,11814,11807,11411,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD806,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB02,Pass,Single_run,,152654,152654,7289.334983,5032.715503,6159,0,29314,11922,11914,11748,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD807,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB03,Pass,Single_run,,70845,70845,2653.141575,2719.193346,2011,0,19132,11809,11798,11742,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD809,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB04,Pass,Single_run,,60213,60213,3764.578965,1923.871747,3479,0,12096,11873,11827,11745,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD810,12_Nov_2021,1,12/11/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP60130,Unknown,Amplicon,NB05,Pass,Single_run,,138382,138382,7333.955464,4393.481879,6221,0,22659,11919,11798,11785,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD812,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB01,Pass,Single_run,,60564,60564,2165.085465,2032.082699,1764,0,11003,11798,11583,11373,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD813,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB02,Pass,Single_run,,134456,134456,5070.716682,3941.665363,4653,0,22520,11800,11748,11745,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD815,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB03,Pass,Single_run,,104411,104411,3961.795018,3005.042438,3424,0,16428,11921,11921,11798,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD816,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB03,Pass,Single_run,,46791,46791,1606.067852,1241.30959,1293,0,6144,11759,11745,11510,10493,,NA,NA, | KCRI,sequencing,1,east_africa
SD817,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB04,Pass,Single_run,,211204,211204,10471.75778,5575.026193,9738,0,28219,11921,11897,11749,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD818,KCRI_10_March_2022,1,10/03/2022,KCRI,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,NB05,Pass,Single_run,,281560,281560,9728.235763,8013.895936,7728,0,41645,11800,11798,11797,NA,,NA,NA, | KCRI,sequencing,1,east_africa
SD821,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB04,Pass,Single_run,,59839,59839,2034.408035,1454.814094,1767,0,7610,11757,11517,11512,10824,,NA,NA, | KCRI,sequencing,1,east_africa
SD823,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB05,Pass,Single_run,,74337,74337,2752.297828,1803.674065,2628,0,7873,11759,11753,11543,11192,,NA,NA, | KCRI,sequencing,1,east_africa
SD825,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB06,Pass,Single_run,,72353,72353,2562.277866,1578.248034,2445,0,7266,11754,11751,11553,11289,,NA,NA, | KCRI,sequencing,1,east_africa
SD826,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB07,Pass,Single_run,,92872,92872,3669.961838,2117.629381,3527,0,10353,11811,11750,11546,11527,,NA,NA, | KCRI,sequencing,1,east_africa
SD827,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB08,Pass,Single_run,,76604,76604,2854.00109,1690.619173,2634,0,8501,11801,11748,11548,11528,,NA,NA, | KCRI,sequencing,1,east_africa
SD828,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB09,Pass,Single_run,,27122,27122,914.1613688,748.7916198,714,0,3872,11753,11514,11260,10085,,NA,NA, | KCRI,sequencing,1,east_africa
SD830,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB10,Pass,Single_run,,82316,82316,2812.763818,1708.845706,2700,0,8978,11755,11747,11743,11508,,NA,NA, | KCRI,sequencing,1,east_africa
SD831,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB11,Pass,Single_run,,102873,102873,3956.605972,2436.434856,3760,0,12302,11766,11753,11598,11522,,NA,NA, | KCRI,sequencing,1,east_africa
SD832,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB12,Pass,Single_run,,22084,22084,750.3161117,688.4844414,571,0,3337,11752,11514,11507,9212,,NA,NA, | KCRI,sequencing,1,east_africa
SD834,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB13,Pass,Single_run,,28457,28457,956.410551,871.2046519,703,0,4474,11771,11743,11349,9531,,NA,NA, | KCRI,sequencing,1,east_africa
SD835,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB14,Pass,Single_run,,41363,41363,1417.9818,1112.235176,1245,0,5826,11778,11710,11510,10228,,NA,NA, | KCRI,sequencing,1,east_africa
SD837,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB02,Pass,Single_run,,90090,90090,3074.662837,1935.69315,2960,0,9831,11829,11762,11736,11290,,NA,NA, | KCRI,sequencing,1,east_africa
SD846,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB01,Pass,Single_run,,57362,57362,1955.74134,1424.758925,1841,0,7296,11764,11745,11739,10126,,NA,NA, | KCRI,sequencing,1,east_africa
TAN1019,KCRI_21_Nov_2022,1,21/11/2022,KCRI,,,Nanopore,rabv_ea,Minion,FAU46094,Unknown,Amplicon,NB20,Pass,Single_run,,112227,112227,4990.584249,2711.072007,4993,0,13043,11755,11747,11742,11740,,NA,NA, | KCRI,sequencing,1,east_africa
Ulanga(MR009),KCRI_Training_21_04_2021,1,21/04/2021,KCRI,,,Nanopore,rabv_ea,Minion,FAP64564,Unknown,Amplicon,NB01,Pass,Single_run,,1313737,1313737,48040.11734,42213.58771,36430,0,240229,11897,11838,11747,11362,,NA,NA, | KCRI,sequencing,1,east_africa
SD738,NMAIST06092019,2,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB07,Pass,Single_run,,30533,30533,1664.841399,1291.742095,1374,0,5919,11873,11674,11665,11333,,94.35544745,NA, | NMAIST,sequencing,2,east_africa
SD740,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB09,Pass,Single_run,,35207,35207,1899.830328,1306.873036,1619,0,5240,11870,11867,11671,11666,,96.71223685,NA, | NMAIST,sequencing,1,east_africa
SD741,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB02,Pass,Single_run,,73157,73157,4615.126562,2169.669336,4574,0,10325,11895,11879,11877,11712,,98.49031284,NA, | NMAIST,sequencing,1,east_africa
SD743,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB05,Pass,Single_run,,47190,47190,3625.239789,1847.412001,3862,0,8225,11877,11840,11832,11821,,98.03740669,NA, | NMAIST,sequencing,1,east_africa
SD744,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB03,Pass,Single_run,,46310,46310,3786.032374,2057.960968,3719,0,9336,11891,11836,11727,11620,,96.31804076,NA, | NMAIST,sequencing,1,east_africa
SD745,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB06,Pass,Single_run,,1581,1581,95.96561268,56.8459423,84,0,263,11869,11659,11065,4977,,83.29279544,NA, | NMAIST,sequencing,1,east_africa
SD746,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB01,Pass,Single_run,,45411,45411,2619.862115,1647.057955,2444,0,7344,11870,11865,11769,11521,,97.01417428,NA, | NMAIST,sequencing,1,east_africa
SD747,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB10,Pass,Single_run,,37542,37542,2629.057787,1424.772567,2543,0,6310,11902,11891,11867,11666,,98.01224524,NA, | NMAIST,sequencing,1,east_africa
SD749,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB04,Pass,Single_run,,29995,29995,2086.028852,1175.138204,2016,0,5471,11888,11869,11869,11665,,98.28063407,NA, | NMAIST,sequencing,1,east_africa
SD750,NMAIST06092019,1,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB11,Pass,Single_run,,55182,55182,2104.260505,1731.038962,1604,0,8150,11869,11868,11855,10795,,97.26578881,NA, | NMAIST,sequencing,1,east_africa
SD753,NMAIST06092019,2,06/09/2019,NMAIST,,,Nanopore,,Minion,,Unknown,Amplicon,NB08,Pass,Single_run,,41640,41640,1839.688921,1387.632944,1565,0,6051,11896,11868,11864,11290,,97.45030613,NA, | NMAIST,sequencing,2,east_africa
D07-299serial4virology29,polyomics16,1,01/02/2016,polyomics,,,Illumina,,Unknown,NA,Miseq,Metagenomic,S510/N728,Pass,Single_run,,330402,44718,787.6641785,382.7590821,730,2,1878,11923,11911,11878,11838,,99.89935419,NA, | CVL;APHA,sequencing,1,east_africa
D07-326serial6virology31,polyomics16,1,01/02/2016,polyomics,,,Illumina,,Unknown,NA,Miseq,Metagenomic,S511/N728,Pass,Single_run,,505835,4064,80.76708882,48.14883036,72,0,267,11896,11842,11498,3629,,99.32064078,NA, | CVL,sequencing,1,east_africa
D07-641serial9virology38,polyomics16,1,01/02/2016,polyomics,,,Illumina,,Unknown,NA,Miseq,Metagenomic,S502/N729,Pass,Single_run,,342485,14346,252.2832341,140.5084187,229,0,820,11912,11912,11899,10653,,99.90774134,NA, | CVL;APHA,sequencing,1,east_africa
D07/01serial10,polyomics16,1,01/02/2016,polyomics,,,Illumina,,Unknown,NA,Miseq,Metagenomic,S503/N729,Pass,Single_run,,338687,7777,146.4617965,69.31285145,138,0,421,11912,11912,11826,8644,,99.90774134,NA, | APHA,sequencing,1,east_africa
